comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
230,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
231,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
232,1.47E-02,1.47E-02,3.09E-01,1.47E-02,1.47E-02,1.47E-02,6.03E-01,1.47E-02
233,1.90E-01,1.72E-02,1.90E-01,3.62E-01,1.72E-02,1.90E-01,1.72E-02,1.72E-02
234,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
235,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
236,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
237,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02
238,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
239,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,5.53E-01
240,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
241,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
242,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
243,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
244,1.72E-02,1.90E-01,1.72E-02,1.72E-02,5.34E-01,1.90E-01,1.72E-02,1.72E-02
245,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
246,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01
247,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
248,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
249,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02,2.63E-02,2.63E-02
250,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
251,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02
252,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
253,3.97E-01,1.28E-02,1.28E-02,1.28E-02,5.26E-01,1.28E-02,1.28E-02,1.28E-02
254,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
255,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01
256,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
257,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
258,4.66E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,4.66E-01,1.14E-02,1.14E-02
259,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
260,2.08E-02,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
261,1.28E-02,1.28E-02,1.28E-02,1.41E-01,1.28E-02,2.69E-01,5.26E-01,1.28E-02
262,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
263,3.45E-01,6.76E-03,6.76E-03,5.47E-01,6.76E-03,6.76E-03,7.43E-02,6.76E-03
264,8.47E-03,1.78E-01,8.47E-03,3.47E-01,8.47E-03,1.78E-01,9.32E-02,1.78E-01
265,7.25E-03,1.52E-01,2.25E-01,7.25E-03,2.25E-01,7.25E-03,7.25E-03,3.70E-01
266,2.63E-02,2.89E-01,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
267,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
268,1.14E-02,1.14E-02,1.14E-02,4.66E-01,1.14E-02,1.25E-01,3.52E-01,1.14E-02
269,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
270,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
271,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
272,1.49E-01,4.81E-03,4.38E-01,4.81E-03,3.89E-01,4.81E-03,4.81E-03,4.81E-03
273,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
274,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02
275,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
276,8.31E-01,1.12E-01,3.60E-03,3.60E-03,3.96E-02,3.60E-03,3.60E-03,3.60E-03
277,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01
278,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
279,2.80E-01,5.05E-02,6.47E-01,4.59E-03,4.59E-03,4.59E-03,4.59E-03,4.59E-03
280,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
281,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
282,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.62E-01,1.47E-02,7.50E-01
283,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02,3.62E-01,1.72E-02,1.90E-01
284,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02
285,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02
286,2.69E-01,1.28E-02,6.54E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02
287,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
288,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
289,1.02E-02,1.12E-01,1.02E-02,3.16E-01,1.02E-02,5.20E-01,1.02E-02,1.02E-02
290,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
291,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02
292,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
293,1.28E-02,1.28E-02,9.10E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02
294,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
295,5.53E-01,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
296,1.28E-02,2.69E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,6.54E-01,1.28E-02
297,3.43E-01,5.62E-03,5.62E-03,5.62E-03,5.62E-03,5.62E-03,6.24E-01,5.62E-03
298,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02
299,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01
300,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,4.37E-01
301,2.08E-02,2.29E-01,2.29E-01,2.29E-01,2.08E-02,2.08E-02,2.29E-01,2.08E-02
302,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.29E-01
303,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,8.97E-01,1.47E-02
304,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
305,3.09E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,6.03E-01,1.47E-02
306,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02
307,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02
308,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02
309,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
310,5.87E-02,2.26E-01,2.79E-03,2.54E-01,3.07E-02,2.79E-03,8.66E-02,3.38E-01
311,2.25E-01,7.25E-03,2.25E-01,2.97E-01,7.25E-03,7.25E-03,7.25E-03,2.25E-01
312,1.28E-02,1.28E-02,1.41E-01,1.28E-02,3.97E-01,3.97E-01,1.28E-02,1.28E-02
313,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02
314,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02
315,2.69E-01,1.28E-02,1.41E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,5.26E-01
316,7.81E-03,7.81E-03,7.81E-03,3.98E-01,7.81E-03,5.55E-01,7.81E-03,7.81E-03
317,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
318,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02
319,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02
320,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.90E-01,7.07E-01
321,3.38E-01,3.05E-03,2.47E-01,3.05E-03,3.05E-03,1.55E-01,2.47E-01,3.05E-03
322,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,8.97E-01
323,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
324,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
325,3.62E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,5.34E-01,1.72E-02
326,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
327,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
328,1.72E-02,1.72E-02,7.07E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
329,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
330,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
331,6.76E-03,6.76E-03,4.80E-01,6.76E-03,7.43E-02,4.12E-01,6.76E-03,6.76E-03
332,6.76E-03,6.76E-03,4.12E-01,6.76E-03,6.76E-03,7.43E-02,6.76E-03,4.80E-01
333,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
334,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01,5.34E-01,1.72E-02
335,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
336,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01
337,1.14E-02,1.14E-02,1.14E-02,9.20E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02
338,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
339,1.72E-02,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,7.07E-01,1.72E-02
340,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.29E-01
341,1.25E-01,1.25E-01,6.93E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02
342,1.02E-02,1.12E-01,2.14E-01,1.02E-02,1.02E-02,1.02E-02,6.22E-01,1.02E-02
343,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01
344,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02
345,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
346,3.62E-01,1.90E-01,3.62E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
347,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,7.07E-01
348,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01
349,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
350,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02
351,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02,1.72E-02,5.34E-01,1.72E-02
352,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
353,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01
354,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
355,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
356,9.26E-03,9.26E-03,9.26E-03,4.72E-01,3.80E-01,9.26E-03,9.26E-03,1.02E-01
357,8.59E-02,8.59E-02,7.81E-03,1.64E-01,7.81E-03,3.20E-01,2.42E-01,8.59E-02
358,5.87E-01,7.25E-03,1.52E-01,2.25E-01,7.25E-03,7.25E-03,7.25E-03,7.25E-03
359,1.28E-02,1.28E-02,1.28E-02,1.41E-01,1.28E-02,7.82E-01,1.28E-02,1.28E-02
360,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
361,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
362,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
363,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01
364,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
365,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
366,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
367,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
368,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
369,4.72E-01,9.26E-03,1.02E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,3.80E-01
370,1.47E-02,1.47E-02,1.47E-02,1.62E-01,1.62E-01,1.47E-02,1.47E-02,6.03E-01
371,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
372,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
373,2.75E-01,4.69E-01,3.88E-03,1.98E-01,3.88E-03,3.88E-03,3.88E-03,4.26E-02
374,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,7.50E-01
375,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02
376,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
377,1.47E-02,1.47E-02,4.56E-01,1.62E-01,3.09E-01,1.47E-02,1.47E-02,1.47E-02
378,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
379,2.69E-01,6.54E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02
380,4.72E-01,9.26E-03,1.02E-01,2.87E-01,9.26E-03,1.02E-01,9.26E-03,9.26E-03
381,2.63E-02,2.89E-01,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02
382,2.63E-02,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
383,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
384,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01
385,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,5.53E-01,2.63E-02
386,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
387,1.28E-02,2.69E-01,5.26E-01,1.28E-02,1.28E-02,1.28E-02,1.41E-01,1.28E-02
388,5.05E-03,5.56E-02,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,9.14E-01
389,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.12E-01,1.02E-02,8.27E-01
390,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
391,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02
392,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01
393,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.89E-01,2.89E-01
394,8.85E-01,6.76E-03,7.43E-02,6.76E-03,6.76E-03,6.76E-03,6.76E-03,6.76E-03
395,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
396,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
397,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
398,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
399,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.29E-01
400,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
401,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
402,1.28E-02,1.28E-02,6.54E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,2.69E-01
403,2.29E-01,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.29E-01
404,2.44E-01,5.95E-03,6.55E-02,3.63E-01,5.95E-03,5.95E-03,3.04E-01,5.95E-03
405,8.47E-03,4.32E-01,5.17E-01,8.47E-03,8.47E-03,8.47E-03,8.47E-03,8.47E-03
406,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01
407,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
408,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
409,1.12E-01,1.02E-02,1.02E-02,2.14E-01,1.02E-02,1.02E-02,6.22E-01,1.02E-02
410,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
411,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.29E-01,2.08E-02
412,9.26E-03,9.26E-03,8.43E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,1.02E-01
413,8.47E-03,8.47E-03,1.78E-01,8.47E-03,3.47E-01,4.32E-01,8.47E-03,8.47E-03
414,2.79E-03,1.98E-01,2.79E-03,7.85E-01,2.79E-03,2.79E-03,2.79E-03,2.79E-03
415,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02
416,4.58E-01,3.25E-03,3.28E-01,3.25E-03,1.01E-01,3.25E-03,1.01E-01,3.25E-03
417,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02
418,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,6.54E-01,2.69E-01
419,1.72E-02,1.90E-01,1.72E-02,1.72E-02,3.62E-01,1.72E-02,1.72E-02,3.62E-01
420,3.05E-03,9.79E-01,3.05E-03,3.05E-03,3.05E-03,3.05E-03,3.05E-03,3.05E-03
421,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.02E-02,9.29E-01,1.02E-02
422,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
423,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
424,4.20E-03,1.30E-01,5.50E-01,2.56E-01,4.20E-03,4.62E-02,4.20E-03,4.20E-03
425,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02
426,1.28E-02,1.28E-02,6.54E-01,2.69E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02
427,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
428,3.26E-01,4.59E-03,5.09E-01,4.59E-03,4.59E-03,4.59E-03,1.42E-01,4.59E-03
429,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
430,1.47E-02,1.47E-02,1.47E-02,1.47E-02,7.50E-01,1.62E-01,1.47E-02,1.47E-02
431,2.08E-02,2.29E-01,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
432,5.34E-01,1.90E-01,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02
433,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
434,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
435,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02
436,9.26E-03,9.26E-03,4.72E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,4.72E-01
437,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
438,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
439,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02
440,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
441,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.08E-02,6.46E-01,2.08E-02
442,1.41E-01,1.28E-02,3.97E-01,1.28E-02,1.41E-01,1.28E-02,2.69E-01,1.28E-02
443,3.62E-01,1.72E-02,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
444,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01
445,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
446,1.02E-02,1.02E-02,6.22E-01,1.02E-02,3.16E-01,1.02E-02,1.02E-02,1.02E-02
447,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01
448,5.32E-03,5.32E-03,8.03E-01,5.32E-03,5.32E-03,5.32E-03,5.32E-03,1.65E-01
449,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
450,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01,1.47E-02,6.03E-01,1.47E-02
451,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
452,1.47E-02,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01
453,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.08E-02,6.46E-01
454,6.76E-03,2.77E-01,6.76E-03,6.82E-01,6.76E-03,6.76E-03,6.76E-03,6.76E-03
455,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.90E-01
456,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
457,3.14E-03,9.75E-02,1.60E-01,3.14E-03,2.86E-01,3.14E-03,2.86E-01,1.60E-01
