comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
458,1.25E-01,5.95E-03,5.95E-03,1.85E-01,1.85E-01,5.95E-03,4.23E-01,6.55E-02
459,8.47E-03,2.63E-01,6.86E-01,8.47E-03,8.47E-03,8.47E-03,8.47E-03,8.47E-03
460,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01
461,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,4.37E-01,2.29E-01,2.08E-02
462,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
463,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01
464,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
465,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02
466,1.02E-02,5.20E-01,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.12E-01,3.16E-01
467,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
468,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01
469,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.41E-01,7.82E-01,1.28E-02
470,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
471,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02
472,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.29E-01,4.37E-01,2.08E-02
473,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
474,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02
475,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
476,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
477,2.08E-02,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
478,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02
479,9.26E-03,9.26E-03,9.26E-03,9.26E-03,1.02E-01,9.26E-03,9.26E-03,8.43E-01
480,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02
481,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
482,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
483,1.92E-01,5.38E-01,2.55E-01,3.14E-03,3.14E-03,3.14E-03,3.14E-03,3.14E-03
484,2.69E-01,1.28E-02,1.28E-02,1.41E-01,1.28E-02,1.41E-01,1.28E-02,3.97E-01
485,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,8.97E-01
486,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
487,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
488,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01
489,1.72E-02,1.72E-02,5.34E-01,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02
490,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
491,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01
492,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
493,2.69E-01,1.28E-02,1.28E-02,1.28E-02,1.41E-01,1.28E-02,5.26E-01,1.28E-02
494,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
495,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
496,1.14E-02,2.39E-01,1.14E-02,1.14E-02,1.14E-02,3.52E-01,3.52E-01,1.14E-02
497,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
498,3.73E-03,3.73E-03,6.38E-01,2.65E-01,3.73E-03,3.73E-03,3.73E-03,7.84E-02
499,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02,1.72E-02,1.72E-02,5.34E-01
500,1.47E-02,1.47E-02,3.09E-01,1.47E-02,4.56E-01,1.47E-02,1.62E-01,1.47E-02
501,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
502,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.29E-01
503,1.65E-01,3.24E-01,5.32E-03,4.84E-01,5.32E-03,5.32E-03,5.32E-03,5.32E-03
504,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
505,2.29E-01,2.29E-01,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02
506,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01,2.63E-02
507,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
508,6.33E-03,6.33E-03,6.33E-03,6.33E-03,6.33E-03,6.96E-02,6.33E-03,8.92E-01
509,1.14E-02,1.14E-02,9.20E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02
510,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
511,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02
512,7.81E-03,1.64E-01,5.55E-01,7.81E-03,7.81E-03,7.81E-03,7.81E-03,2.42E-01
513,1.14E-02,1.14E-02,2.39E-01,1.14E-02,1.14E-02,1.14E-02,6.93E-01,1.14E-02
514,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.89E-01
515,6.76E-03,1.42E-01,6.76E-03,6.76E-03,3.45E-01,6.76E-03,6.76E-03,4.80E-01
516,3.47E-03,1.77E-01,3.47E-03,3.47E-03,1.08E-01,1.08E-01,3.47E-03,5.94E-01
517,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02
518,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.29E-01,2.08E-02,4.37E-01,2.08E-02
519,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
520,1.66E-01,3.29E-01,4.91E-02,4.46E-01,2.34E-03,2.34E-03,2.34E-03,2.34E-03
521,7.81E-03,8.59E-02,7.81E-03,3.98E-01,1.64E-01,3.20E-01,7.81E-03,7.81E-03
522,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
523,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01
524,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02
525,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,4.37E-01
526,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
527,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02
528,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
529,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.29E-01,2.08E-02,2.08E-02,4.37E-01
530,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02
531,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
532,1.14E-02,1.25E-01,1.14E-02,3.52E-01,1.14E-02,1.14E-02,2.39E-01,2.39E-01
533,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02
534,9.26E-03,9.26E-03,9.26E-03,9.26E-03,5.65E-01,3.80E-01,9.26E-03,9.26E-03
535,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
536,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
537,9.26E-03,9.26E-03,9.26E-03,1.94E-01,9.26E-03,9.26E-03,4.72E-01,2.87E-01
538,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02
539,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
540,1.72E-02,1.90E-01,1.90E-01,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
541,2.24E-01,4.82E-02,4.82E-02,4.39E-03,2.68E-01,4.82E-02,3.55E-01,4.39E-03
542,3.73E-03,3.73E-03,3.40E-01,3.73E-03,4.14E-01,3.73E-03,3.73E-03,2.28E-01
543,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
544,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01
545,8.47E-03,1.78E-01,7.71E-01,8.47E-03,8.47E-03,8.47E-03,8.47E-03,8.47E-03
546,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
547,9.26E-03,7.50E-01,1.94E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,9.26E-03
548,8.59E-02,2.42E-01,7.81E-03,7.81E-03,6.33E-01,7.81E-03,7.81E-03,7.81E-03
549,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
550,1.47E-02,1.47E-02,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
551,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
552,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
553,2.29E-01,2.29E-01,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02
554,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01
555,1.72E-02,1.72E-02,3.62E-01,1.72E-02,1.90E-01,1.72E-02,1.72E-02,3.62E-01
556,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,4.37E-01,2.08E-02
557,5.32E-03,5.32E-03,1.65E-01,5.85E-02,4.84E-01,2.71E-01,5.32E-03,5.32E-03
558,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,5.53E-01
559,9.20E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02
560,4.81E-03,4.81E-03,7.74E-01,4.81E-03,4.81E-03,1.01E-01,4.81E-03,1.01E-01
561,1.62E-01,1.47E-02,1.47E-02,1.47E-02,7.50E-01,1.47E-02,1.47E-02,1.47E-02
562,1.14E-02,1.14E-02,3.52E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,5.80E-01
563,1.02E-02,1.02E-02,1.02E-02,2.14E-01,1.12E-01,6.22E-01,1.02E-02,1.02E-02
564,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02
565,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
566,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.29E-01,2.08E-02,2.08E-02,4.37E-01
567,2.08E-02,4.37E-01,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02
568,1.90E-01,1.90E-01,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
569,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
570,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
571,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02,2.63E-02
572,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
573,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
574,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
575,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02
576,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
577,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
578,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
579,1.28E-02,1.28E-02,1.28E-02,1.41E-01,1.28E-02,1.28E-02,7.82E-01,1.28E-02
580,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02
581,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02
582,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
583,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
584,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
585,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
586,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
587,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
588,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02
589,1.72E-02,1.72E-02,1.90E-01,1.72E-02,5.34E-01,1.72E-02,1.90E-01,1.72E-02
590,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
591,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
592,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02
593,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
594,1.90E-01,1.72E-02,1.90E-01,1.72E-02,1.90E-01,3.62E-01,1.72E-02,1.72E-02
595,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,7.07E-01,1.72E-02
596,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
597,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
598,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.89E-01
599,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
600,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
601,2.89E-01,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
602,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
603,4.81E-03,2.45E-01,1.97E-01,4.81E-03,4.81E-03,4.81E-03,1.01E-01,4.38E-01
604,1.28E-02,1.28E-02,1.28E-02,9.10E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02
605,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
606,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
607,1.02E-01,9.26E-03,9.26E-03,1.02E-01,9.26E-03,9.26E-03,7.50E-01,9.26E-03
608,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
609,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
610,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01
611,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02
612,5.32E-03,2.18E-01,5.32E-03,5.32E-03,5.32E-03,5.32E-03,7.50E-01,5.32E-03
613,1.28E-02,1.28E-02,1.28E-02,1.28E-02,7.82E-01,1.41E-01,1.28E-02,1.28E-02
614,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02
615,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02
616,2.08E-02,2.08E-02,2.08E-02,2.29E-01,6.46E-01,2.08E-02,2.08E-02,2.08E-02
617,1.28E-02,1.28E-02,1.28E-02,6.54E-01,1.28E-02,1.28E-02,2.69E-01,1.28E-02
618,1.62E-01,1.62E-01,1.47E-02,4.56E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02
619,3.47E-01,8.47E-03,1.78E-01,8.47E-03,9.32E-02,8.47E-03,3.47E-01,8.47E-03
620,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,5.53E-01,2.63E-02
621,9.26E-03,1.94E-01,3.80E-01,9.26E-03,9.26E-03,9.26E-03,1.02E-01,2.87E-01
622,1.72E-02,1.90E-01,1.72E-02,3.62E-01,1.72E-02,3.62E-01,1.72E-02,1.72E-02
623,3.16E-01,1.02E-02,1.02E-02,1.02E-02,4.18E-01,1.02E-02,2.14E-01,1.02E-02
624,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,5.34E-01,3.62E-01,1.72E-02
625,7.81E-03,7.81E-03,7.81E-03,7.81E-03,4.77E-01,4.77E-01,7.81E-03,7.81E-03
626,3.73E-03,3.73E-03,3.73E-03,3.73E-03,8.25E-01,7.84E-02,4.10E-02,4.10E-02
627,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
628,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
629,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
630,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
631,1.14E-02,1.25E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,8.07E-01,1.14E-02
632,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
633,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
634,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
635,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01,2.63E-02,2.63E-02
636,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,9.10E-01,1.28E-02,1.28E-02
637,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
638,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
639,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
640,1.41E-01,7.82E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02
641,7.43E-02,4.12E-01,6.76E-03,6.76E-03,6.76E-03,6.76E-03,4.12E-01,7.43E-02
642,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.72E-02
643,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
644,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02
645,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
646,1.47E-02,1.47E-02,1.47E-02,1.47E-02,8.97E-01,1.47E-02,1.47E-02,1.47E-02
647,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
648,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
649,5.27E-01,1.22E-03,1.22E-03,1.22E-03,1.34E-02,2.57E-02,1.22E-03,4.29E-01
650,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02,2.63E-02,2.63E-02
651,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
652,7.81E-03,8.59E-02,8.59E-02,7.81E-03,7.81E-03,2.42E-01,5.55E-01,7.81E-03
653,7.25E-03,1.52E-01,8.04E-01,7.25E-03,7.25E-03,7.25E-03,7.25E-03,7.25E-03
654,2.46E-01,8.47E-02,4.03E-03,4.03E-03,6.09E-01,4.44E-02,4.03E-03,4.03E-03
655,1.78E-01,8.47E-03,8.47E-03,8.47E-03,2.63E-01,4.32E-01,9.32E-02,8.47E-03
656,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
657,7.81E-03,7.81E-03,7.81E-03,1.64E-01,7.89E-01,7.81E-03,7.81E-03,7.81E-03
658,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.12E-01,1.02E-02,8.27E-01,1.02E-02
659,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
660,1.47E-02,1.47E-02,4.56E-01,1.47E-02,1.62E-01,1.47E-02,1.47E-02,3.09E-01
661,6.40E-02,3.35E-02,2.77E-01,3.69E-01,3.05E-03,1.86E-01,6.40E-02,3.05E-03
662,3.09E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,6.03E-01
663,6.33E-03,4.49E-01,6.33E-03,6.33E-03,6.33E-03,1.33E-01,6.33E-03,3.86E-01
664,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
665,3.27E-01,3.60E-03,2.55E-01,3.60E-03,3.60E-03,2.19E-01,1.83E-01,3.60E-03
666,1.47E-02,7.50E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,1.47E-02
667,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
668,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
669,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
670,2.86E-01,1.25E-01,3.27E-01,4.03E-03,1.65E-01,4.03E-03,8.47E-02,4.03E-03
671,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,5.53E-01
672,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
673,7.25E-03,7.25E-03,7.32E-01,7.97E-02,7.25E-03,1.52E-01,7.25E-03,7.25E-03
674,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01
675,1.25E-01,1.14E-02,1.14E-02,5.80E-01,1.14E-02,1.14E-02,1.14E-02,2.39E-01
676,1.28E-02,1.28E-02,1.28E-02,2.69E-01,1.28E-02,1.41E-01,5.26E-01,1.28E-02
677,7.25E-03,7.97E-02,5.87E-01,2.25E-01,7.25E-03,7.97E-02,7.25E-03,7.25E-03
678,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02
679,1.28E-02,1.28E-02,2.69E-01,1.28E-02,1.28E-02,1.28E-02,2.69E-01,3.97E-01
680,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
681,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
682,1.28E-02,3.97E-01,1.41E-01,1.28E-02,1.28E-02,1.28E-02,3.97E-01,1.28E-02
683,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
684,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,2.39E-01,6.93E-01
685,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02
