comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
686,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
687,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,5.34E-01,3.62E-01,1.72E-02
688,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
689,1.14E-02,6.93E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,2.39E-01,1.14E-02
690,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,5.53E-01,2.63E-02
691,8.47E-03,2.63E-01,2.63E-01,4.32E-01,8.47E-03,8.47E-03,8.47E-03,8.47E-03
692,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
693,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
694,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
695,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
696,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02
697,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,9.20E-01,1.14E-02,1.14E-02
698,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
699,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
700,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
701,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02
702,9.26E-03,9.26E-03,3.80E-01,4.72E-01,9.26E-03,9.26E-03,9.26E-03,1.02E-01
703,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.89E-01,2.89E-01,2.63E-02
704,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02
705,9.26E-03,1.02E-01,3.80E-01,9.26E-03,9.26E-03,9.26E-03,4.72E-01,9.26E-03
706,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
707,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
708,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
709,7.25E-03,7.25E-03,2.25E-01,7.25E-03,5.87E-01,1.52E-01,7.25E-03,7.25E-03
710,1.47E-02,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,3.09E-01,4.56E-01
711,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02,5.34E-01,1.72E-02,1.72E-02
712,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02
713,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
714,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.12E-01,1.02E-02,4.18E-01,4.18E-01
715,1.57E-01,5.05E-03,3.59E-01,5.05E-03,4.60E-01,5.05E-03,5.05E-03,5.05E-03
716,1.12E-01,5.32E-03,5.90E-01,5.32E-03,5.32E-03,1.65E-01,5.32E-03,1.12E-01
717,8.47E-03,9.32E-02,8.47E-03,8.47E-03,4.32E-01,1.78E-01,8.47E-03,2.63E-01
718,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02
719,6.33E-03,6.96E-02,6.33E-03,2.59E-01,6.33E-03,6.33E-03,3.23E-01,3.23E-01
720,1.47E-02,1.47E-02,6.03E-01,3.09E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
721,5.62E-03,5.62E-03,1.18E-01,6.24E-01,5.62E-03,1.74E-01,6.18E-02,5.62E-03
722,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
723,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
724,2.79E-03,2.79E-03,2.79E-03,5.87E-02,2.26E-01,4.78E-01,2.26E-01,2.79E-03
725,2.30E-01,3.43E-01,5.62E-03,5.62E-03,5.62E-03,1.18E-01,2.30E-01,6.18E-02
726,8.47E-03,8.47E-03,9.32E-02,8.47E-03,6.86E-01,9.32E-02,9.32E-02,8.47E-03
727,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
728,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
729,1.62E-01,3.09E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,4.56E-01
730,1.28E-02,1.28E-02,1.28E-02,1.28E-02,6.54E-01,1.28E-02,1.28E-02,2.69E-01
731,1.14E-02,4.66E-01,1.14E-02,1.14E-02,4.66E-01,1.14E-02,1.14E-02,1.14E-02
732,1.28E-02,1.28E-02,1.28E-02,2.69E-01,1.28E-02,3.97E-01,2.69E-01,1.28E-02
733,9.04E-01,5.62E-03,5.62E-03,5.62E-03,5.62E-03,5.62E-03,5.62E-03,6.18E-02
734,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
735,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
736,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
737,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.08E-02,4.37E-01
738,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01
739,1.47E-02,7.50E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.62E-01,1.47E-02
740,5.34E-01,1.72E-02,1.72E-02,3.62E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
741,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01
742,1.14E-02,1.14E-02,1.14E-02,1.25E-01,1.14E-02,1.14E-02,8.07E-01,1.14E-02
743,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01
744,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
745,2.89E-01,5.02E-02,9.81E-02,2.39E-03,2.39E-03,4.33E-01,2.39E-03,1.22E-01
746,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
747,1.72E-02,5.34E-01,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.90E-01
748,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01,6.03E-01,1.47E-02,1.47E-02
749,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01
750,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
751,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
752,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
753,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.90E-01,7.07E-01,1.72E-02
754,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
755,8.47E-03,8.47E-03,8.47E-03,9.41E-01,8.47E-03,8.47E-03,8.47E-03,8.47E-03
756,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.90E-01
757,1.72E-02,1.72E-02,1.72E-02,5.34E-01,1.72E-02,1.72E-02,3.62E-01,1.72E-02
758,6.76E-03,6.76E-03,3.45E-01,4.12E-01,6.76E-03,2.09E-01,6.76E-03,6.76E-03
759,2.63E-02,5.53E-01,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
760,2.77E-01,6.76E-03,5.47E-01,6.76E-03,1.42E-01,6.76E-03,6.76E-03,6.76E-03
761,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,4.37E-01
762,1.47E-02,1.62E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,6.03E-01
763,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
764,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
765,1.28E-02,1.28E-02,1.28E-02,3.97E-01,5.26E-01,1.28E-02,1.28E-02,1.28E-02
766,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
767,1.14E-02,1.14E-02,5.80E-01,1.14E-02,1.14E-02,2.39E-01,1.25E-01,1.14E-02
768,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02
769,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
770,1.28E-02,3.97E-01,2.69E-01,2.69E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02
771,1.02E-01,1.02E-01,1.94E-01,1.02E-01,1.94E-01,9.26E-03,2.87E-01,9.26E-03
772,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01
773,3.70E-01,7.25E-03,4.42E-01,7.25E-03,7.97E-02,7.25E-03,7.97E-02,7.25E-03
774,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
775,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
776,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
777,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
778,1.28E-02,1.28E-02,1.28E-02,1.28E-02,2.69E-01,1.28E-02,1.28E-02,6.54E-01
779,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
780,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
781,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
782,1.72E-02,1.72E-02,1.90E-01,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
783,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
784,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
785,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
786,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
787,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,5.26E-01,2.69E-01,1.41E-01
788,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,2.39E-01,6.93E-01,1.14E-02
789,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
790,9.26E-03,2.87E-01,5.65E-01,9.26E-03,9.26E-03,1.02E-01,9.26E-03,9.26E-03
791,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
792,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,5.53E-01
793,1.14E-02,1.14E-02,3.52E-01,1.14E-02,1.14E-02,1.14E-02,5.80E-01,1.14E-02
794,9.26E-03,9.26E-03,8.43E-01,9.26E-03,9.26E-03,9.26E-03,1.02E-01,9.26E-03
795,4.20E-03,4.20E-03,2.14E-01,4.20E-03,1.30E-01,4.20E-03,4.66E-01,1.72E-01
796,3.09E-01,1.47E-02,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
797,2.08E-02,2.08E-02,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02
798,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02
799,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01
800,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
801,9.26E-03,9.26E-03,9.26E-03,1.94E-01,9.26E-03,7.50E-01,9.26E-03,9.26E-03
802,1.72E-02,1.72E-02,7.07E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
803,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01
804,1.90E-01,1.72E-02,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.72E-02,1.72E-02
805,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
806,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02
807,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
808,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
809,6.55E-02,6.55E-02,3.04E-01,5.95E-03,6.55E-02,4.23E-01,5.95E-03,6.55E-02
810,1.25E-01,2.44E-01,5.95E-03,5.95E-03,6.55E-02,5.95E-03,5.42E-01,5.95E-03
811,6.46E-01,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
812,2.63E-02,2.63E-02,2.89E-01,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
813,7.81E-03,3.20E-01,4.77E-01,8.59E-02,7.81E-03,7.81E-03,8.59E-02,7.81E-03
814,1.47E-02,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
815,4.66E-01,1.14E-02,1.14E-02,1.14E-02,3.52E-01,1.14E-02,1.25E-01,1.14E-02
816,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
817,1.72E-02,1.72E-02,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01
818,1.41E-01,1.28E-02,5.26E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,2.69E-01
819,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01
820,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
821,3.09E-01,1.47E-02,1.47E-02,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
822,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
823,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
824,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02,2.63E-02,2.63E-02
825,4.72E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,9.26E-03,4.72E-01,9.26E-03
826,8.47E-03,8.47E-03,2.63E-01,8.47E-03,8.47E-03,8.47E-03,6.86E-01,8.47E-03
827,1.47E-02,1.47E-02,1.47E-02,3.09E-01,1.47E-02,6.03E-01,1.47E-02,1.47E-02
828,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.29E-01,2.29E-01,2.08E-02,2.08E-02
829,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
830,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
831,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
832,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02
833,1.47E-02,1.47E-02,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01
834,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02
835,9.26E-03,1.94E-01,1.94E-01,9.26E-03,2.87E-01,1.02E-01,1.94E-01,9.26E-03
836,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
837,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02
838,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02
839,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
840,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
841,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
842,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
843,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
844,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02
845,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
846,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01,5.34E-01,1.72E-02,1.72E-02
847,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
848,1.49E-01,4.81E-03,5.34E-01,1.49E-01,4.81E-03,4.81E-03,1.49E-01,4.81E-03
849,1.90E-01,1.72E-02,5.34E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
850,2.72E-03,5.71E-02,4.92E-01,2.72E-03,3.29E-01,1.11E-01,2.72E-03,2.72E-03
851,9.26E-03,9.26E-03,1.94E-01,1.02E-01,9.26E-03,4.72E-01,1.94E-01,9.26E-03
852,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
853,1.14E-02,1.14E-02,1.14E-02,1.14E-02,5.80E-01,2.39E-01,1.14E-02,1.25E-01
854,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02
855,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
856,5.32E-03,1.65E-01,4.84E-01,5.32E-03,5.32E-03,5.32E-03,3.24E-01,5.32E-03
857,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02
858,9.26E-03,1.02E-01,9.26E-03,7.50E-01,1.02E-01,9.26E-03,9.26E-03,9.26E-03
859,1.41E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,7.82E-01,1.28E-02
860,1.42E-01,5.59E-01,3.82E-02,1.08E-01,1.42E-01,3.47E-03,3.47E-03,3.47E-03
861,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
862,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
863,9.26E-03,3.80E-01,2.87E-01,9.26E-03,9.26E-03,9.26E-03,2.87E-01,9.26E-03
864,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02
865,1.72E-02,7.07E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
866,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
867,1.90E-01,3.62E-01,3.62E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
868,6.54E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,2.69E-01
869,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
870,2.63E-02,2.63E-02,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02
871,6.33E-03,3.86E-01,6.33E-03,5.13E-01,6.33E-03,6.96E-02,6.33E-03,6.33E-03
872,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
873,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
874,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
875,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.29E-01
876,1.47E-02,1.47E-02,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
877,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.29E-01,2.29E-01,2.29E-01,2.08E-02
878,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
879,2.08E-02,2.29E-01,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01
880,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
881,2.89E-01,2.89E-01,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02
882,1.47E-02,1.47E-02,1.47E-02,4.56E-01,1.47E-02,4.56E-01,1.47E-02,1.47E-02
883,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
884,1.72E-02,3.62E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02
885,3.45E-01,6.76E-03,6.76E-03,4.80E-01,6.76E-03,6.76E-03,1.42E-01,6.76E-03
886,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
887,6.33E-03,6.33E-03,6.33E-03,6.33E-03,7.66E-01,6.33E-03,1.96E-01,6.33E-03
888,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
889,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02
890,1.47E-02,1.47E-02,1.47E-02,7.50E-01,1.62E-01,1.47E-02,1.47E-02,1.47E-02
891,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02
892,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.29E-01,2.08E-02
893,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
894,1.14E-02,1.14E-02,1.14E-02,1.14E-02,8.07E-01,1.14E-02,1.14E-02,1.25E-01
895,1.14E-02,1.14E-02,1.25E-01,8.07E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02
896,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
897,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
898,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.89E-01
899,1.14E-02,1.14E-02,1.14E-02,3.52E-01,1.14E-02,2.39E-01,1.14E-02,3.52E-01
900,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
901,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
902,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
903,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
904,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,6.46E-01,2.08E-02,2.08E-02
905,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.89E-01,2.63E-02,2.89E-01,2.63E-02
906,3.80E-01,1.94E-01,9.26E-03,9.26E-03,9.26E-03,9.26E-03,3.80E-01,9.26E-03
907,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
908,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
909,5.62E-03,5.62E-03,5.62E-03,5.62E-03,6.24E-01,5.62E-03,3.43E-01,5.62E-03
910,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02
911,1.14E-02,1.14E-02,1.14E-02,1.14E-02,6.93E-01,1.14E-02,1.14E-02,2.39E-01
912,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.89E-01
913,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
