comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
914,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
915,4.81E-03,4.81E-03,4.81E-03,4.86E-01,1.97E-01,4.81E-03,2.93E-01,4.81E-03
916,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02
917,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
918,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.89E-01
919,5.26E-01,1.28E-02,1.41E-01,1.41E-01,1.28E-02,1.28E-02,1.28E-02,1.41E-01
920,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
921,1.90E-01,1.72E-02,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
922,1.72E-02,1.90E-01,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.90E-01,1.72E-02
923,1.47E-02,1.47E-02,1.47E-02,4.56E-01,1.47E-02,1.47E-02,4.56E-01,1.47E-02
924,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.89E-01,2.63E-02,2.63E-02,2.89E-01
925,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
926,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01
927,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02,5.34E-01
928,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
929,4.87E-01,4.39E-03,4.39E-03,4.39E-03,2.24E-01,2.68E-01,4.39E-03,4.39E-03
930,2.89E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02
931,1.28E-02,1.28E-02,2.69E-01,1.28E-02,5.26E-01,1.28E-02,1.28E-02,1.41E-01
932,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
933,4.66E-01,1.14E-02,1.25E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,3.52E-01
934,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01
935,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
936,8.47E-03,1.78E-01,8.47E-03,2.63E-01,5.17E-01,8.47E-03,8.47E-03,8.47E-03
937,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01,6.46E-01
938,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
939,3.70E-01,7.25E-03,7.97E-02,7.25E-03,7.25E-03,7.97E-02,7.25E-03,4.42E-01
940,1.72E-02,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02,7.07E-01
941,1.72E-02,3.62E-01,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
942,1.47E-02,1.62E-01,4.56E-01,1.47E-02,3.09E-01,1.47E-02,1.47E-02,1.47E-02
943,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
944,4.87E-01,1.36E-01,4.39E-03,4.39E-03,4.39E-03,4.39E-03,4.39E-03,3.55E-01
945,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
946,7.50E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.62E-01
947,8.59E-02,6.33E-01,7.81E-03,7.81E-03,7.81E-03,2.42E-01,7.81E-03,7.81E-03
948,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
949,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,9.20E-01,1.14E-02,1.14E-02
950,1.41E-01,1.28E-02,1.28E-02,2.69E-01,1.28E-02,1.28E-02,1.28E-02,5.26E-01
951,2.30E-01,3.43E-01,5.62E-03,3.99E-01,5.62E-03,5.62E-03,5.62E-03,5.62E-03
952,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02
953,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01,1.47E-02,6.03E-01
954,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01
955,5.32E-03,5.37E-01,5.32E-03,1.12E-01,5.32E-03,5.32E-03,2.18E-01,1.12E-01
956,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
957,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
958,1.25E-01,1.14E-02,1.14E-02,1.14E-02,8.07E-01,1.14E-02,1.14E-02,1.14E-02
959,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
960,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,7.07E-01
961,1.14E-02,1.14E-02,1.14E-02,3.52E-01,1.14E-02,5.80E-01,1.14E-02,1.14E-02
962,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
963,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02
964,9.26E-03,9.26E-03,9.26E-03,9.26E-03,9.26E-03,9.35E-01,9.26E-03,9.26E-03
965,5.63E-01,3.73E-03,3.77E-01,3.73E-03,4.10E-02,3.73E-03,3.73E-03,3.73E-03
966,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
967,1.90E-01,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
968,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
969,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01,6.46E-01,2.08E-02
970,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02
971,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
972,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
973,2.63E-02,2.89E-01,2.89E-01,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02
974,1.42E-01,4.59E-03,5.09E-01,1.42E-01,4.59E-03,4.59E-03,4.59E-03,1.88E-01
975,9.26E-03,9.26E-03,3.80E-01,9.26E-03,9.26E-03,3.80E-01,9.26E-03,1.94E-01
976,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
977,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
978,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02
979,1.28E-02,2.69E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,2.69E-01,3.97E-01
980,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
981,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
982,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
983,2.08E-02,2.08E-02,2.08E-02,2.29E-01,4.37E-01,2.29E-01,2.08E-02,2.08E-02
984,1.47E-02,1.47E-02,1.47E-02,8.97E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
985,1.28E-02,1.28E-02,1.41E-01,1.41E-01,1.41E-01,1.28E-02,1.28E-02,5.26E-01
986,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.29E-01,2.08E-02,2.08E-02
987,8.47E-03,8.47E-03,8.47E-03,8.47E-03,2.63E-01,2.63E-01,8.47E-03,4.32E-01
988,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
989,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
990,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
991,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
992,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02
993,7.07E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02
994,1.47E-02,3.09E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,4.56E-01
995,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
996,8.47E-03,8.47E-03,2.63E-01,8.47E-03,8.47E-03,6.86E-01,8.47E-03,8.47E-03
997,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
998,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
999,1.90E-01,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,5.34E-01
1000,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
1001,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
1002,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02,2.63E-02
1003,1.14E-02,1.14E-02,1.14E-02,1.14E-02,9.20E-01,1.14E-02,1.14E-02,1.14E-02
1004,1.02E-02,1.02E-02,1.02E-02,1.02E-02,1.12E-01,1.02E-02,1.02E-02,8.27E-01
1005,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1006,3.09E-01,3.09E-01,1.47E-02,1.62E-01,1.47E-02,1.62E-01,1.47E-02,1.47E-02
1007,1.47E-02,1.47E-02,1.47E-02,6.03E-01,1.47E-02,3.09E-01,1.47E-02,1.47E-02
1008,5.32E-03,5.32E-03,5.32E-03,2.18E-01,3.78E-01,5.32E-03,3.78E-01,5.32E-03
1009,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
1010,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1011,8.47E-03,9.32E-02,2.63E-01,1.78E-01,4.32E-01,8.47E-03,8.47E-03,8.47E-03
1012,2.58E-01,5.05E-03,5.56E-02,5.56E-02,5.05E-03,5.05E-03,5.05E-03,6.11E-01
1013,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,9.10E-01
1014,7.50E-01,5.32E-03,2.18E-01,5.32E-03,5.32E-03,5.32E-03,5.32E-03,5.32E-03
1015,5.80E-01,1.14E-02,1.14E-02,3.52E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02
1016,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1017,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1018,1.14E-02,1.14E-02,1.14E-02,1.14E-02,3.52E-01,5.80E-01,1.14E-02,1.14E-02
1019,4.59E-03,3.72E-01,4.59E-03,2.34E-01,4.59E-03,4.59E-03,2.80E-01,9.63E-02
1020,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
1021,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,6.03E-01,3.09E-01
1022,2.65E-03,5.58E-01,2.65E-03,3.73E-01,2.65E-03,2.65E-03,2.65E-03,5.56E-02
1023,6.33E-03,6.33E-03,6.33E-03,6.33E-03,3.23E-01,6.33E-03,6.33E-03,6.39E-01
1024,7.81E-03,7.81E-03,3.98E-01,7.81E-03,3.20E-01,2.42E-01,7.81E-03,7.81E-03
1025,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.89E-01
1026,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
1027,4.03E-03,4.03E-03,4.03E-03,2.86E-01,4.03E-03,6.49E-01,4.03E-03,4.44E-02
1028,6.76E-03,6.76E-03,6.76E-03,5.47E-01,6.76E-03,6.76E-03,6.76E-03,4.12E-01
1029,7.81E-03,7.81E-03,7.81E-03,8.67E-01,8.59E-02,7.81E-03,7.81E-03,7.81E-03
1030,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.93E-01,3.57E-02
1031,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02
1032,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
1033,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02
1034,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01,3.57E-02
1035,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
1036,1.47E-02,1.47E-02,3.09E-01,1.62E-01,4.56E-01,1.47E-02,1.47E-02,1.47E-02
1037,9.26E-03,9.26E-03,9.26E-03,5.65E-01,9.26E-03,1.94E-01,9.26E-03,1.94E-01
1038,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,1.14E-02,9.20E-01
1039,8.59E-02,7.81E-03,3.98E-01,7.81E-03,7.81E-03,1.64E-01,3.20E-01,7.81E-03
1040,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
1041,1.62E-01,1.47E-02,4.56E-01,3.09E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
1042,6.76E-03,6.76E-03,6.76E-03,8.18E-01,6.76E-03,6.76E-03,6.76E-03,1.42E-01
1043,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1044,6.76E-03,6.76E-03,1.42E-01,6.76E-03,6.15E-01,2.09E-01,6.76E-03,6.76E-03
1045,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1046,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.29E-01,2.08E-02,2.08E-02
1047,1.62E-01,1.47E-02,1.62E-01,1.47E-02,4.56E-01,1.47E-02,1.47E-02,1.62E-01
1048,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,9.10E-01,1.28E-02
1049,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1050,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02
1051,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
1052,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1053,1.72E-02,1.72E-02,1.72E-02,7.07E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02
1054,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1055,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02
1056,7.25E-03,7.25E-03,9.49E-01,7.25E-03,7.25E-03,7.25E-03,7.25E-03,7.25E-03
1057,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02
1058,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,5.53E-01
1059,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02,6.03E-01,3.09E-01,1.47E-02
1060,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,5.53E-01,2.89E-01,2.63E-02
1061,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,2.63E-02,5.53E-01
1062,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02
1063,2.87E-03,2.87E-03,1.18E-01,2.33E-01,3.19E-01,2.87E-03,2.04E-01,1.18E-01
1064,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02
1065,9.32E-01,1.19E-03,1.19E-03,1.19E-03,2.51E-02,1.19E-03,3.70E-02,1.19E-03
1066,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1067,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1068,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1069,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1070,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02
1071,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
1072,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.89E-01,2.89E-01,2.63E-02,2.63E-02
1073,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01
1074,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01,3.57E-02,3.57E-02
1075,1.47E-02,7.50E-01,1.62E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,1.47E-02
1076,1.72E-02,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,3.62E-01,1.72E-02
1077,6.03E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02,1.47E-02,1.62E-01,1.47E-02
1078,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
1079,1.02E-02,2.14E-01,6.22E-01,1.12E-01,1.02E-02,1.02E-02,1.02E-02,1.02E-02
1080,9.10E-01,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02,1.28E-02
1081,2.08E-02,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.29E-01,2.08E-02
1082,1.80E-01,4.39E-03,4.39E-03,2.68E-01,4.39E-03,4.39E-03,1.36E-01,3.99E-01
1083,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
1084,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01,1.25E-01
1085,2.63E-02,2.89E-01,5.53E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
1086,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01
1087,2.96E-03,5.36E-01,3.25E-02,2.99E-01,2.96E-03,2.96E-03,1.21E-01,2.96E-03
1088,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.93E-01
1089,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02
1090,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1091,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.90E-01
1092,2.08E-02,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02
1093,2.08E-02,6.46E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.29E-01
1094,1.90E-01,1.90E-01,1.72E-02,3.62E-01,1.72E-02,1.90E-01,1.72E-02,1.72E-02
1095,1.72E-02,1.72E-02,1.72E-02,7.07E-01,1.72E-02,1.72E-02,1.90E-01,1.72E-02
1096,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.93E-01
1097,9.26E-03,3.80E-01,9.26E-03,9.26E-03,9.26E-03,1.02E-01,4.72E-01,9.26E-03
1098,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02
1099,1.72E-02,3.62E-01,5.34E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1100,1.14E-02,1.14E-02,3.52E-01,1.14E-02,1.14E-02,5.80E-01,1.14E-02,1.14E-02
1101,1.62E-01,1.47E-02,1.47E-02,7.50E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
1102,1.47E-02,1.47E-02,3.09E-01,4.56E-01,1.62E-01,1.47E-02,1.47E-02,1.47E-02
1103,2.08E-02,2.08E-02,2.08E-02,2.08E-02,4.37E-01,2.08E-02,2.08E-02,4.37E-01
1104,3.93E-01,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.93E-01
1105,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,3.57E-02,7.50E-01
1106,1.72E-02,1.72E-02,1.72E-02,1.72E-02,1.72E-02,5.34E-01,1.90E-01,1.90E-01
1107,6.76E-03,7.43E-02,7.43E-02,2.77E-01,4.80E-01,6.76E-03,7.43E-02,6.76E-03
1108,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02
1109,2.63E-02,2.63E-02,2.63E-02,2.89E-01,2.63E-02,5.53E-01,2.63E-02,2.63E-02
1110,1.28E-02,1.28E-02,2.69E-01,2.69E-01,1.28E-02,1.28E-02,1.28E-02,3.97E-01
1111,1.90E-01,1.90E-01,1.72E-02,1.72E-02,1.72E-02,5.34E-01,1.72E-02,1.72E-02
1112,2.08E-02,2.08E-02,2.08E-02,2.29E-01,2.08E-02,2.08E-02,2.08E-02,6.46E-01
1113,7.07E-01,1.72E-02,1.72E-02,1.90E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1114,3.02E-01,3.73E-03,2.65E-01,2.65E-01,3.73E-03,1.53E-01,3.73E-03,3.73E-03
1115,2.08E-02,2.29E-01,2.29E-01,4.37E-01,2.08E-02,2.08E-02,2.08E-02,2.08E-02
1116,5.95E-03,5.42E-01,5.95E-03,5.95E-03,5.95E-03,1.25E-01,5.95E-03,3.04E-01
1117,5.56E-02,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02
1118,7.81E-03,5.55E-01,7.81E-03,7.81E-03,7.81E-03,7.81E-03,7.81E-03,3.98E-01
1119,2.39E-01,1.25E-01,1.14E-02,1.14E-02,1.14E-02,1.14E-02,4.66E-01,1.25E-01
1120,8.04E-01,7.25E-03,7.25E-03,7.25E-03,7.25E-03,1.52E-01,7.25E-03,7.25E-03
1121,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01
1122,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02,3.09E-01,1.47E-02,1.47E-02
1123,5.56E-02,5.56E-02,5.56E-02,5.56E-02,6.11E-01,5.56E-02,5.56E-02,5.56E-02
1124,1.28E-02,1.28E-02,1.41E-01,1.28E-02,1.28E-02,1.28E-02,7.82E-01,1.28E-02
1125,3.57E-02,3.57E-02,3.57E-02,3.93E-01,3.93E-01,3.57E-02,3.57E-02,3.57E-02
1126,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,2.08E-02,8.54E-01,2.08E-02
1127,6.82E-01,1.42E-01,6.76E-03,6.76E-03,1.42E-01,6.76E-03,6.76E-03,6.76E-03
1128,1.02E-02,6.22E-01,1.02E-02,2.14E-01,1.02E-02,1.02E-02,1.12E-01,1.02E-02
1129,1.72E-02,1.72E-02,1.72E-02,8.79E-01,1.72E-02,1.72E-02,1.72E-02,1.72E-02
1130,5.05E-03,3.08E-01,5.56E-02,1.06E-01,5.10E-01,5.05E-03,5.05E-03,5.05E-03
1131,2.63E-02,2.63E-02,2.63E-02,2.63E-02,8.16E-01,2.63E-02,2.63E-02,2.63E-02
1132,4.20E-03,4.24E-01,1.30E-01,8.82E-02,3.40E-01,4.20E-03,4.20E-03,4.20E-03
1133,7.25E-03,2.25E-01,7.25E-03,7.25E-03,3.70E-01,7.25E-03,3.70E-01,7.25E-03
1134,1.14E-02,1.14E-02,1.14E-02,4.66E-01,1.14E-02,1.14E-02,1.14E-02,4.66E-01
1135,7.81E-03,7.81E-03,7.81E-03,6.33E-01,7.81E-03,7.81E-03,7.81E-03,3.20E-01
1136,8.47E-03,8.47E-03,8.47E-03,1.78E-01,2.63E-01,8.47E-03,8.47E-03,5.17E-01
1137,5.95E-03,5.95E-03,5.95E-03,5.95E-03,4.82E-01,5.95E-03,5.95E-03,4.82E-01
1138,3.40E-01,1.72E-01,2.98E-01,4.20E-03,4.20E-03,4.20E-03,8.82E-02,8.82E-02
1139,1.47E-02,3.09E-01,1.47E-02,6.03E-01,1.47E-02,1.47E-02,1.47E-02,1.47E-02
1140,3.36E-03,6.07E-01,3.36E-03,3.69E-02,1.04E-01,1.71E-01,7.05E-02,3.36E-03
1141,9.26E-03,1.94E-01,9.26E-03,9.26E-03,9.26E-03,6.57E-01,9.26E-03,1.02E-01
